,fileid,age,mlu,utterance
164,Brown/Adam/adam19.xml,36,[4.303398058252427], i going come in fourteen minutes 
165,Brown/Adam/adam19.xml,36,[4.303398058252427], i going come in fourteen clock 
166,Brown/Adam/adam19.xml,36,[4.303398058252427], nineteen fourteen 
167,Brown/Adam/adam19.xml,36,[4.303398058252427], zero 
168,Brown/Adam/adam19.xml,36,[4.303398058252427], one two three zero 
169,Brown/Adam/adam20.xml,36,[4.191895113230036], fourteen clock 
170,Brown/Adam/adam20.xml,36,[4.191895113230036], fourteen o clock 
171,Brown/Adam/adam20.xml,36,[4.191895113230036], it s fourteen clock 
172,Brown/Adam/adam20.xml,36,[4.191895113230036], it s fourteen clock 
173,Brown/Adam/adam20.xml,36,[4.191895113230036], it not fourteen clock it nineteen six how d you know 
174,Brown/Adam/adam20.xml,36,[4.191895113230036], it s fourteen o clock 
175,Brown/Adam/adam20.xml,36,[4.191895113230036], it s fourteen cl clock 
176,Brown/Adam/adam21.xml,37,[4.908015768725361], it s fourteen o clock 
177,Brown/Adam/adam21.xml,37,[4.908015768725361], it s fourteen o clock 
178,Brown/Adam/adam23.xml,38,[4.695372750642673], fourteen o clock 
179,Brown/Adam/adam23.xml,38,[4.695372750642673], fourteen eight b 
180,Brown/Adam/adam23.xml,38,[4.695372750642673], it s a fourteen o clock 
181,Brown/Adam/adam33.xml,42,[5.120817843866171], d u h m twelve thirteen 
182,Brown/Adam/adam43.xml,49,[5.862375138734739], eighteen where 
183,Brown/Adam/adam44.xml,51,[5.919860627177701], zero 
184,Brown/Adam/adam44.xml,51,[5.919860627177701], zero two 
185,Brown/Adam/adam47.xml,52,[5.945668135095448], six zero five a b 
186,Brown/Adam/adam50.xml,55,[6.2046875], eleven fifteen means lunchtime right 
187,Brown/Adam/adam51.xml,56,[5.865731462925852], twelve 
188,Brown/Adam/adam51.xml,56,[5.865731462925852], twelve 
189,Brown/Adam/adam52.xml,57,[5.92991452991453], one seven zero 
190,Brown/Adam/adam52.xml,57,[5.92991452991453], i m doing one two three four five six seven eight nine ten eleven twelve twelve sixteen eighteen nineteen seventeen one hundred sixteen blast off 
191,Brown/Adam/adam52.xml,57,[5.92991452991453], one two three four five six seven eight nine ten eleven twelve thirteen eighteen nineteen 
192,Brown/Adam/adam55.xml,62,[5.9753639417693165], i m eleven too 
193,Brown/Adam/adam55.xml,62,[5.9753639417693165], mommy when i get eleven i m gonna have one 
194,Brown/Adam/adam55.xml,62,[5.9753639417693165], seven eight nine ten eleven twelve thirteen eighteen nine seven eight 
195,Brown/Adam/adam55.xml,62,[5.9753639417693165], that s mine nine ten eleven twelve thirteen eighteen nineteen sixteen two eighty nine sixty seven 
196,Brown/Adam/adam55.xml,62,[5.9753639417693165], one two eleven twelve thirteen eighteen 
197,Brown/Adam/adam55.xml,62,[5.9753639417693165], p m nineteen eighteen 
198,Brown/Adam/adam55.xml,62,[5.9753639417693165], nineteen eighteen 
199,Brown/Sarah/sarah042.xml,37,[2.9769585253456223], eighteen 
200,Brown/Sarah/sarah042.xml,37,[2.9769585253456223], eighteen 
201,Brown/Sarah/sarah042.xml,37,[2.9769585253456223], eighteen 
202,Brown/Sarah/sarah042.xml,37,[2.9769585253456223], eighteen 
203,Brown/Sarah/sarah042.xml,37,[2.9769585253456223], fifteen 
204,Brown/Sarah/sarah042.xml,37,[2.9769585253456223], eighteen 
205,Brown/Sarah/sarah051.xml,39,[3.0585365853658537],     two three five six seven eight nine ten eleven 
206,Brown/Sarah/sarah065.xml,43,[3.7431693989071038], sixteen 
207,Brown/Sarah/sarah065.xml,43,[3.7431693989071038], sixteen 
208,Brown/Sarah/sarah076.xml,45,[4.0476190476190474], you get fourteen 
209,Brown/Sarah/sarah090.xml,49,[4.175182481751825], one two three four five eleven twelve fourteen eighteen 
210,Brown/Sarah/sarah091.xml,49,[4.11231884057971], i thought it was ten minutes of eleven 
211,Brown/Sarah/sarah091.xml,49,[4.11231884057971], it was ten minutes of twelve 
212,Brown/Sarah/sarah096.xml,51,[4.271739130434782], twelve thirty 
213,Brown/Sarah/sarah104.xml,52,[4.288135593220339], eleven o clock 
214,Brown/Sarah/sarah109.xml,53,[4.68780487804878], um eleven minutes 
215,Brown/Sarah/sarah111.xml,54,[5.4600760456273765], i mean one two three four five eight nine ten eleven twelve 
216,Brown/Sarah/sarah111.xml,54,[5.4600760456273765], fourteen eighteen sixteen 
217,Brown/Sarah/sarah111.xml,54,[5.4600760456273765], two and four five six seven eight nine ten eleven twelve fourteen eighteen sixteen nine twelve fourteen nineteen sixteen eleven twelve 
218,Brown/Sarah/sarah111.xml,54,[5.4600760456273765], one two three four five six seven eight nine ten eleven twelve fourteen eighteen sixteen seventeen eighteen nineteen eleven twelve 
219,Brown/Sarah/sarah111.xml,54,[5.4600760456273765], one two three four five six seven eight nine ten eleven twelve fourteen 
220,Brown/Sarah/sarah111.xml,54,[5.4600760456273765], thirteen eleven 
221,Brown/Sarah/sarah111.xml,54,[5.4600760456273765], fourteen 
222,Brown/Sarah/sarah111.xml,54,[5.4600760456273765], fourteen 
223,Brown/Sarah/sarah111.xml,54,[5.4600760456273765], one two three four five six seven eight nine ten eleven twelve fourteen sixteen eighteen fifteen eleven 
224,Brown/Sarah/sarah115.xml,55,[4.569377990430622], a zero 
225,Brown/Sarah/sarah115.xml,55,[4.569377990430622], zero 
226,Brown/Sarah/sarah115.xml,55,[4.569377990430622], a zero 
227,Brown/Sarah/sarah115.xml,55,[4.569377990430622], um zero 
228,Brown/Sarah/sarah115.xml,55,[4.569377990430622], how d you know i wanted a zero 
229,Brown/Sarah/sarah122.xml,57,[6.603550295857988], what has eighteen legs and catches butterflies flies i mean 
230,Brown/Sarah/sarah123.xml,57,[5.720496894409938], seven eight nine ten eleven 
231,Brown/Sarah/sarah127.xml,58,[5.418478260869565], how much is eleven 
232,Brown/Sarah/sarah130.xml,59,[5.035211267605634], i want a nineteen bigger motor bear 
233,Brown/Sarah/sarah134.xml,60,[4.4], twelve 
234,Brown/Sarah/sarah134.xml,60,[4.4], twelve 
235,Brown/Sarah/sarah136.xml,61,[5.21505376344086], you want zero or um 
236,Brown/Sarah/sarah136.xml,61,[5.21505376344086], zero or a o 
237,Brown/Sarah/sarah136.xml,61,[5.21505376344086], zero or a   
238,Brown/Sarah/sarah136.xml,61,[5.21505376344086], y want zero or a   
239,Brown/Sarah/sarah136.xml,61,[5.21505376344086], that means you have to you want a zero 
240,Brown/Sarah/sarah136.xml,61,[5.21505376344086], i i want zero 
241,Brown/Sarah/sarah136.xml,61,[5.21505376344086], i want zero i said 
242,Brown/Sarah/sarah136.xml,61,[5.21505376344086], you re zero 
243,Brown/Sarah/sarah137.xml,61,[4.8901098901098905], a zero 
244,Brown/Sarah/sarah137.xml,61,[4.8901098901098905], a zero 
245,Brown/Sarah/sarah137.xml,61,[4.8901098901098905], i ll have a zero okay 
246,Brown/Sarah/sarah138.xml,61,[5.254237288135593], one two three four five six seven eight nine ten eleven 
247,Clark/shem09.xml,29,[6.6644295302013425], one two three four five six seven eight nine t ten t eleven t a twelve eleven a twelve thirteen eleven twelve thirteen 
248,Clark/shem16.xml,31,[6.876923076923077], i turn it to zero 
249,Clark/shem16.xml,31,[6.876923076923077], turn it to zero wha dis this 
250,Clark/shem35.xml,36,[8.644796380090497], seven eight nine ten eleven 
251,Clark/shem35.xml,36,[8.644796380090497], twelve thirteen sixteen seventeen eighteen 
252,Clark/shem35.xml,36,[8.644796380090497], ten eleven twelve 
253,Clark/shem38.xml,37,[8.495145631067961], nineteen 
254,Cornell/haas1924.xml,26,[2.3253968253968256], seventeen 
255,Cornell/haas1924.xml,26,[2.3253968253968256], one two three four five six seven eight nine ten eleven twelve thirteen fourteen fifteen fifteen sixteen 
256,Cornell/haas1924.xml,26,[2.3253968253968256], seventeen 
257,Cornell/haas1924.xml,26,[2.3253968253968256], seventeen 
258,Cornell/lsno121.xml,60,[5.175438596491228], six and zero 
259,Cornell/lsno121.xml,60,[5.175438596491228], a hundred and sixteen years 
260,Cornell/lsno121.xml,60,[5.175438596491228], april twelve 
261,Cornell/lsno121.xml,60,[5.175438596491228], seventeen 
262,Cornell/lsno121.xml,60,[5.175438596491228], nineteen 
263,Davis/Cameron/cam38.xml,19,[1.9657142857142857], thirteen 
264,Davis/Cameron/cam40.xml,21,[2.5958549222797926], eleven twelve bouce 
265,Davis/Cameron/cam40.xml,21,[2.5958549222797926], eight nine eleven twelve     
266,Davis/Charlotte/cha32.xml,25,[1.695364238410596], twelve 
267,Davis/Georgia/geo25.xml,23,[1.7647058823529411], nine ten eleven twelve thirteen 
268,Davis/Martin/mar13.xml,24,[1.2037037037037037], eleven 
269,Davis/Martin/mar13.xml,24,[1.2037037037037037], eleven 
270,Demetras1/tre12.xml,32,[5.877659574468085], and fourteen and 
271,Demetras1/tre12.xml,32,[5.877659574468085], an fifteen dowars dollars 
272,Demetras1/tre23.xml,39,[4.865853658536586], um thirteen 
273,Demetras1/tre23.xml,39,[4.865853658536586], eighteen 
274,Demetras1/tre24.xml,47,[4.291390728476821], i m the sixteen bwonkers broncos 
275,Demetras1/tre25.xml,47,[7.005747126436781], fifteen amigos shot the three three amigos 
276,Demetras1/tre25.xml,47,[7.005747126436781], no no the fifteen amigos are the bad guys 
277,Gleason/Dinner/frank.xml,62,[4.34], three three three seven nine eight zero 
278,Gleason/Dinner/helen.xml,52,[3.7044334975369457], six seventeen 
279,Gleason/Dinner/helen.xml,52,[3.7044334975369457], nineteen 
280,Gleason/Dinner/helen.xml,52,[3.7044334975369457], it s eleven twenty mom 
281,Gleason/Dinner/helen.xml,52,[3.7044334975369457], eleven 
282,Gleason/Dinner/helen.xml,52,[3.7044334975369457], at twelve o clock 
283,Gleason/Dinner/martin.xml,31,[3.892193308550186], six seven eight nine ten t thirteen eleven t 
284,Gleason/Dinner/theresa.xml,51,[7.203125], since thirteen years ago 
285,Gleason/Dinner/theresa.xml,51,[7.203125], cause she got up at twelve thirty an and she was really falling asleep when we were coming home from nursery school and     
286,Gleason/Dinner/wanda.xml,49,[4.755725190839694], i spent seventeen dollars on bread and fruit 
287,Gleason/Father/bobby.xml,53,[3.545945945945946], fifteen dollars 
288,Gleason/Father/charlie.xml,36,[4.266666666666667], zero 
289,Gleason/Father/guy.xml,37,[3.1677018633540373], zero 
290,Gleason/Father/guy.xml,37,[3.1677018633540373], zero zero zero 
291,Gleason/Father/guy.xml,37,[3.1677018633540373], five zero 
292,Gleason/Father/guy.xml,37,[3.1677018633540373], zero 
293,Gleason/Father/helen.xml,59,[5.256756756756757], i got zero 
294,Gleason/Father/isadora.xml,43,[3.8782894736842106], this would be eleven cents 
295,Gleason/Father/olivia.xml,38,[4.501945525291829], no eleven 
296,Gleason/Father/olivia.xml,38,[4.501945525291829], yeah but this is eleven 
297,Gleason/Father/susan.xml,38,[5.398496240601504],     five six seven eight nine ten eleven twelve 
298,Gleason/Father/wanda.xml,48,[3.9401709401709404], twelve cents at least 
299,Gleason/Father/wanda.xml,48,[3.9401709401709404], twelve inches 
300,Gleason/Mother/bobby.xml,50,[3.576687116564417], twelve 
301,Gleason/Mother/david.xml,50,[4.95], eighteen eighteen 
302,Gleason/Mother/eddie.xml,51,[4.32], um one and zero 
303,Gleason/Mother/eddie.xml,51,[4.32], a zero 
304,Gleason/Mother/guy.xml,37,[3.751152073732719], zero 
305,Gleason/Mother/helen.xml,59,[4.792642140468227], it s five and zero 
306,Gleason/Mother/john.xml,50,[3.832167832167832], say number twelve when i take 
307,Gleason/Mother/john.xml,50,[3.832167832167832], no number eleven 
308,Gleason/Mother/john.xml,50,[3.832167832167832], number twelve 
309,Gleason/Mother/john.xml,50,[3.832167832167832], say number thirteen     
310,Gleason/Mother/john.xml,50,[3.832167832167832], say number fourteen when i get this out 
311,Gleason/Mother/john.xml,50,[3.832167832167832], number thirteen 
312,Gleason/Mother/john.xml,50,[3.832167832167832], number fourteen 
313,Gleason/Mother/john.xml,50,[3.832167832167832], number fifteen 
314,Gleason/Mother/john.xml,50,[3.832167832167832], fifteen 
315,Gleason/Mother/john.xml,50,[3.832167832167832], number sixteen 
316,Gleason/Mother/john.xml,50,[3.832167832167832], number sixteen 
317,Gleason/Mother/john.xml,50,[3.832167832167832], say number seven seventeen okay 
318,Gleason/Mother/john.xml,50,[3.832167832167832], when i get this out say number seventeen when i get this 
319,Gleason/Mother/john.xml,50,[3.832167832167832], number eighteen 
320,Gleason/Mother/john.xml,50,[3.832167832167832], say number nineteen when i take this out 
321,Gleason/Mother/katie.xml,38,[3.6470588235294117], four eleven 
322,Gleason/Mother/patricia.xml,29,[3.9568345323741005], eleven 
323,Gleason/Mother/susan.xml,39,[6.856353591160221], oh okay one two three six seven nine ten eleven twelve eight that s twenty 
324,Gleason/Mother/theresa.xml,48,[5.557620817843866], um twelve 
325,Gleason/Mother/theresa.xml,48,[5.557620817843866], zero 
326,Gleason/Mother/wanda.xml,48,[3.6717557251908395], twelve dollars please 
327,Gleason/Mother/wanda.xml,48,[3.6717557251908395], twelve dollars 
328,HSLLD/HV1/BR/admbr1.xml,49,[6.037735849056604], w well he has one two three four five six seven eight nine ten eleven 
329,HSLLD/HV1/BR/anabr1.xml,50,[3.297872340425532], one ten eleven twelve 
330,HSLLD/HV1/BR/anabr1.xml,50,[3.297872340425532], one ten eleven twelve fourteen 
331,HSLLD/HV1/BR/grebr1.xml,45,[4.04], one two two three four five six eleven eight nine eleven 
332,HSLLD/HV1/BR/grebr1.xml,45,[4.04], three four five six seven     thirteen fourteen     
333,HSLLD/HV1/BR/petbr1.xml,45,[3.4], one two three eleven twelve 
334,HSLLD/HV1/BR/raubr1.xml,45,[3.89], three four five six seven eight nine ten eleven twelve thirteen 
335,HSLLD/HV1/BR/tombr1.xml,50,[5.385416666666667], and he ate one two three four five six seven eight nine ten eleven 
336,HSLLD/HV1/BR/tombr1.xml,50,[5.385416666666667], ma one two three four five six seven eight nine ten eleven twelve fourteen fourteen fifteen 
337,HSLLD/HV1/BR/tombr1.xml,50,[5.385416666666667], fourteen fifteen nineteen 
338,HSLLD/HV1/BR/tombr1.xml,50,[5.385416666666667], fifteen nineteen twenty 
339,HSLLD/HV1/MT/brnmt1.xml,50,[4.632352941176471],     eighteen 
340,HSLLD/HV1/MT/davmt1.xml,49,[4.924050632911392], eleven twelve 
341,HSLLD/HV1/MT/tammt1.xml,48,[2.856382978723404], seven eight nine ten eleven 
342,HSLLD/HV1/MT/tammt1.xml,48,[2.856382978723404], one three four five six seven eight nine ten eleven thirteen 
343,HSLLD/HV1/MT/tammt1.xml,48,[2.856382978723404], twelve 
344,HSLLD/HV1/MT/tammt1.xml,48,[2.856382978723404], thirteen 
345,HSLLD/HV1/MT/tammt1.xml,48,[2.856382978723404], twelve 
346,HSLLD/HV1/MT/tammt1.xml,48,[2.856382978723404], thirteen 
347,HSLLD/HV1/TP/geotp1.xml,45,[4.6625], eleven 
348,HSLLD/HV1/TP/geotp1.xml,45,[4.6625], twelve 
349,HSLLD/HV1/TP/jestp1.xml,43,[4.4222222222222225],     one two three four five six seven eight nine ten eleven 
350,HSLLD/HV1/TP/montp1.xml,49,[3.4057971014492754], one two three four five six seven eight nine ten eleven te thirteen fourteen fifteen sixteen 
351,HSLLD/HV1/TP/montp1.xml,49,[3.4057971014492754], sixteen 
352,HSLLD/HV2/BR/anabr2.xml,59,[3.3125], one two three four five six seven eight nine ten eleven 
353,HSLLD/HV2/BR/astbr2.xml,52,[5.0], four five six seven eight nine ten eleven 
354,HSLLD/HV2/ER/coner2.xml,49,[3.857142857142857], seventeen 
355,HSLLD/HV2/MT/allmt2.xml,51,[5.097744360902255], eight nine ten eleven 
356,HSLLD/HV2/MT/allmt2.xml,51,[5.097744360902255], twelve 
357,HSLLD/HV2/MT/allmt2.xml,51,[5.097744360902255], twelve 
358,HSLLD/HV2/MT/allmt2.xml,51,[5.097744360902255], four fourteen 
359,HSLLD/HV2/MT/allmt2.xml,51,[5.097744360902255], one two three four five six seven eight nine ten eleven 
360,HSLLD/HV2/MT/allmt2.xml,51,[5.097744360902255], twelve 
361,HSLLD/HV2/MT/allmt2.xml,51,[5.097744360902255], thirteen fourteen fifteen seventeen eighteen nineteen twenty 
362,HSLLD/HV2/MT/brnmt2.xml,59,[5.777777777777778], a zero 
363,HSLLD/HV2/MT/ethmt2.xml,56,[4.846938775510204], in nineteen ninety nine 
364,HSLLD/HV2/MT/ethmt2.xml,56,[4.846938775510204], you wanna know how i knew it was in nineteen ninety nine 
365,HSLLD/HV2/MT/ethmt2.xml,56,[4.846938775510204], ne t nineteen nine nine 
366,HSLLD/HV2/MT/inamt2.xml,54,[6.532818532818533], eleven 
367,HSLLD/HV2/MT/inamt2.xml,54,[6.532818532818533], one two three four five six seven eight nine ten eleven twelve thirteen fourteen fifteen 
368,HSLLD/HV2/MT/inamt2.xml,54,[6.532818532818533], sixteen seventeen eighteen nineteen twenty twenty one twenty two twenty three twenty four 
369,HSLLD/HV2/MT/petmt2.xml,55,[5.282828282828283], i did seven zero six six five two one nine 
370,HSLLD/HV2/MT/tommt2.xml,60,[5.1152647975077885], when i m eighteen i won t be your boyfriend any more remember 
371,HSLLD/HV2/TP/aprtp2.xml,55,[5.071428571428571], two three four five six seven eight nine ten eleven twelve thirteen fourteen fifteen sixteen seventeen eighteen nineteen twenty twenty     twenty two twenty three twenty four twenty five twenty six twenty seven twenty eight twenty nine thirty thirty one thirty two thirty three thirty four thirty five thirty six thirty seven thirty eight thirty     nine 
372,HSLLD/HV2/TP/brimt2.xml,67,[4.464285714285714], nine eleven twelve thirteen     
373,HSLLD/HV2/TP/emitp2.xml,51,[4.804878048780488], zero two five six six two one 
374,HSLLD/HV2/TP/emitp2.xml,51,[4.804878048780488], fifteen minutes 
375,HSLLD/HV2/TP/pettp2.xml,55,[5.680851063829787], five six seven eight nine ten eleven twelve thirteen 
376,HSLLD/HV3/BR/rilbr3.xml,70,[4.144444444444445], one two three four five six seven eight eight nine ten eleven twelve thirteen fourteen fifteen sixteen seventeen eighteen nineteen twenty twenty one 
377,HSLLD/HV3/ET/brnet3.xml,68,[3.5], fifteen cents 
378,HSLLD/HV3/ET/jeret3.xml,68,[4.955555555555556], eight n nine ten eleven twelve thirt 
379,HSLLD/HV3/ET/jeret3.xml,68,[4.955555555555556], thirteen fourteen 
380,HSLLD/HV3/ET/jeret3.xml,68,[4.955555555555556], fifteen sixteen seventeen eighteen nineteen twenty twenty 
381,HSLLD/HV3/ET/maret3.xml,71,[5.064935064935065], one two three four five six seven eight nine ten eleven twelve thirteen fourteen fifteen sixteen seventeen eighteen nineteen twenty 
382,HSLLD/HV3/ET/raset3.xml,70,[5.394557823129252], ma whoever can take the most stuff from fifteen to sixteen wins 
383,HSLLD/HV3/ET/raset3.xml,70,[5.394557823129252], eleven twelve thirteen 
384,HSLLD/HV3/ET/raset3.xml,70,[5.394557823129252], fourteen fifteen sixteen 
385,HSLLD/HV3/ET/teret3.xml,67,[4.617283950617284], zero 
386,HSLLD/HV3/ET/treet3.xml,67,[4.617283950617284], zero 
387,HSLLD/HV3/MT/admmt3.xml,71,[5.588235294117647], well i knew you were not sixteen 
388,HSLLD/HV3/MT/admmt3.xml,71,[5.588235294117647], because if you     sixteen 
389,HSLLD/HV3/MT/admmt3.xml,71,[5.588235294117647], you know amy s thirteen 
390,HSLLD/HV3/MT/allmt3.xml,62,[6.157894736842105], hundred and nineteen seven 
391,HSLLD/HV3/MT/allmt3.xml,62,[6.157894736842105], seven eight nine ten eleven twelve thirteen fourteen 
392,HSLLD/HV3/MT/allmt3.xml,62,[6.157894736842105], fifteen 
393,HSLLD/HV3/MT/allmt3.xml,62,[6.157894736842105], seventeen eighteen nineteen twenty twenty one twenty two twenty three twenty four twenty five twenty six twenty seven twenty nine forty forty one forty two forty three forty four forty five forty six forty seven forty eight forty nine forty twenty 
394,HSLLD/HV3/MT/aprmt3.xml,65,[3.789473684210526], december first nineteen eighty five 
395,HSLLD/HV3/MT/ethmt3.xml,67,[4.252252252252252], fourteen 
396,HSLLD/HV3/MT/ethmt3.xml,67,[4.252252252252252], twelve 
397,HSLLD/HV3/MT/karmt3.xml,63,[5.168], i m seventeen way see um 
398,HSLLD/HV3/MT/kurmt3.xml,67,[4.425531914893617], at six zero 
399,HSLLD/HV3/MT/rosmt3.xml,69,[5.128113879003559], or maybe     thirteen dollars 
400,HSLLD/HV3/MT/todmt3.xml,67,[5.355072463768116], nineteen 
401,HSLLD/HV3/MT/todmt3.xml,67,[5.355072463768116], june nineteen eighty nine 
402,HSLLD/HV3/MT/vicmt3.xml,71,[5.754166666666666], i planted a eleven 
403,HSLLD/HV3/TP/brttp3.xml,66,[4.9035087719298245], about fourteen 
404,HSLLD/HV3/TP/devtp3.xml,64,[5.538461538461538], they have we we have one two three four five six seven eight nine ten eleven twelve 
405,HSLLD/HV3/TP/devtp3.xml,64,[5.538461538461538], thirteen 
406,HSLLD/HV3/TP/devtp3.xml,64,[5.538461538461538], and fifteen 
407,HSLLD/HV3/TP/devtp3.xml,64,[5.538461538461538], fifteen fifteen 
408,HSLLD/HV3/TP/rautp3.xml,68,[4.323529411764706], in fifteen hours 
409,HSLLD/HV5/LW/terlw5.xml,89,[3.28125], twelfth nineteen ninety three 
410,HSLLD/HV5/LW/terlw5.xml,89,[3.28125], date march twelfth nineteen ninety three 
411,HSLLD/HV5/MT/annmt5.xml,92,[5.137931034482759], it s supposed to be fourteen hundred again right 
412,HSLLD/HV5/MT/bramt5.xml,84,[5.757225433526012], eighteen 
413,HSLLD/HV5/MT/casmt5.xml,89,[5.848837209302325], if we lived in canada you can go     twelve twelve months straight 
414,HSLLD/HV5/MT/davmt5.xml,88,[4.932038834951456], baseball     one zero zero one zero zero zero 
415,HSLLD/HV5/MT/davmt5.xml,88,[4.932038834951456], one point zero zero zero because it s a     when you pitch it um     
416,HSLLD/HV5/MT/ethmt5.xml,92,[4.23404255319149], so who cares if you re not um eighteen 
417,HSLLD/HV5/MT/kurmt5.xml,77,[5.057142857142857], nineteen ninety one 
418,HSLLD/HV5/MT/melmt5.xml,91,[4.52], nineteen degrees out 
419,HSLLD/HV5/MT/shomt5.xml,85,[5.1909090909090905], can i have mine when i when i um get um thirteen 
420,HSLLD/HV5/MT/trimt5.xml,89,[8.511111111111111], no ten take away eleven 
421,HSLLD/HV5/MT/trimt5.xml,89,[8.511111111111111], what s a negative twelve 
422,HSLLD/HV5/MT/trimt5.xml,89,[8.511111111111111], he s such a there s are school picture it said i think it said eighteen seventy seven or something 
423,HSLLD/HV5/MT/trimt5.xml,89,[8.511111111111111], nineteen seventy seven 
424,HSLLD/HV5/MT/trimt5.xml,89,[8.511111111111111], nineteen eighty five i was born 
425,HSLLD/HV5/MT/trimt5.xml,89,[8.511111111111111], no that s not right nineteen fifty eight 
426,HSLLD/HV5/MT/trimt5.xml,89,[8.511111111111111], no you were born in nineteen fifty eight 
427,HSLLD/HV7/ET/admet7.xml,115,[4.607142857142857], yeah in nineteen ninety eight they re gonna have girls soccer maybe 
428,HSLLD/HV7/ET/admet7.xml,115,[4.607142857142857], in nineteen ninety four 
429,HSLLD/HV7/ET/emiet7.xml,107,[4.479591836734694], it s p g thirteen 
430,HSLLD/HV7/ET/joyet7.xml,115,[4.909090909090909], twelve thirty today 
431,HSLLD/HV7/ET/joyet7.xml,115,[4.909090909090909], on two three four five six seven eight nine ten eleven twelve thirteen fourteen fifteen sixteen seventeen 
432,HSLLD/HV7/ET/joyet7.xml,115,[4.909090909090909], seventeen 
433,HSLLD/HV7/ET/joyet7.xml,115,[4.909090909090909], one two three four five six seven eight nine ten eleven twelve thirteen fourteen fifteen sixteen seventeen eighteen nineteen twenty twenty one twenty two twenty three twenty four twenty five twenty six twenty seven 
434,HSLLD/HV7/ET/todet7.xml,113,[6.116438356164384], nineteen ninety four olympic games 
435,HSLLD/HV7/ET/vicet7.xml,116,[4.648888888888889], it s it was born in nineteen eighty six twenty two thousand 
436,HSLLD/HV7/ET/vicet7.xml,116,[4.648888888888889], trying to make my latest invention in the eighteen     
437,HSLLD/HV7/ET/vicet7.xml,116,[4.648888888888889], my latest invention eighteen twenty six 
438,HSLLD/HV7/ET/vicet7.xml,116,[4.648888888888889], eighteen thousand 
439,HSLLD/HV7/ET/vicet7.xml,116,[4.648888888888889], in the eighteen thousands 
440,HSLLD/HV7/LW/emilw7.xml,107,[4.816901408450704], what s twelve times twelve 
441,HSLLD/HV7/LW/grelw7.xml,111,[8.131578947368421], twelve tales from a     
442,HSLLD/HV7/LW/jeblw7.xml,109,[6.148936170212766], february eleventh um nineteen ninety five 
443,HSLLD/HV7/LW/jeblw7.xml,109,[6.148936170212766], february eleventh nineteen ninety five 
444,HSLLD/HV7/LW/jeslw7.xml,116,[5.398876404494382], nineteen 
445,HSLLD/HV7/LW/jeslw7.xml,116,[5.398876404494382], nineteen ninety five 
446,HSLLD/HV7/LW/joelw7.xml,117,[5.65], nineteen ninety four 
447,HSLLD/HV7/MD/jammt7.xml,124,[7.396341463414634], and um creepy crawlers um creator pack delu e set seventeen ninety nine 
448,HSLLD/HV7/MD/jammt7.xml,124,[7.396341463414634], well see on the tv it says two three o zero zero 
449,HSLLD/HV7/MD/rocmt7.xml,142,[8.23076923076923], i not gettin i don t gotta have a full time job when i m thirteen fourteen 
450,HSLLD/HV7/MT/admmt7.xml,115,[4.6880733944954125], thirteen 
451,HSLLD/HV7/MT/admmt7.xml,115,[4.6880733944954125], eighteen 
452,HSLLD/HV7/MT/admmt7.xml,115,[4.6880733944954125], nineteen 
453,HSLLD/HV7/MT/admmt7.xml,115,[4.6880733944954125], i said eighteen 
454,HSLLD/HV7/MT/admmt7.xml,115,[4.6880733944954125], yeah fourteen 
455,HSLLD/HV7/MT/aprmt7.xml,144,[10.0625], twel yeah nineteen 
456,HSLLD/HV7/MT/conmt7.xml,116,[4.984126984126984], at like twelve they had the little slash and i 
457,HSLLD/HV7/MT/conmt7.xml,116,[4.984126984126984], mom     at twelve 
458,HSLLD/HV7/MT/conmt7.xml,116,[4.984126984126984], at twelve 
459,HSLLD/HV7/MT/conmt7.xml,116,[4.984126984126984], at twelve 
460,HSLLD/HV7/MT/conmt7.xml,116,[4.984126984126984], at twelve there s a slash at three there s a slash at six there s a slash and at nine there s a slash 
461,HSLLD/HV7/MT/davmt7.xml,113,[6.122222222222222], and um then i i walked back to the kitchen and started to     and in fifteen minutes she s like 
462,HSLLD/HV7/MT/jenmt7.xml,127,[15.594594594594595], twelve thirty 
463,HSLLD/HV7/MT/jenmt7.xml,127,[15.594594594594595], only fifteen minutes 
464,HSLLD/HV7/MT/melmt7.xml,120,[5.581081081081081], his bedtime will be eight fifteen 
465,HSLLD/HV7/MT/sarmt7.xml,110,[4.25], they were borned yesterday morning at eleven o clock 
466,HSLLD/HV7/MT/tommt7.xml,114,[7.12962962962963], you can practice fifteen minutes and up 
467,Hall/BlackPro/bom.xml,57,[5.361251725724804], twelve 
468,Hall/BlackPro/bom.xml,57,[5.361251725724804], one two three four five six seven twenty one twenty two twenty twelve okay twelve 
469,Hall/BlackPro/brd.xml,57,[6.5], sixteen double yoo 
470,Hall/BlackPro/chj.xml,57,[5.60754189944134], one two three four five six seven eight ni ten eleven twelve 
471,Hall/BlackPro/chj.xml,57,[5.60754189944134], nineteen ah 
472,Hall/BlackPro/chj.xml,57,[5.60754189944134], my my daddy is five feet eleven equal 
473,Hall/BlackPro/chj.xml,57,[5.60754189944134], eleven fi 
474,Hall/BlackPro/chj.xml,57,[5.60754189944134], she lives on number eighteen 
475,Hall/BlackPro/chj.xml,57,[5.60754189944134], but but you said so i get uh     sixteen ti 
476,Hall/BlackPro/jaf.xml,57,[4.363957597173145], one twen twelve 
